MaxT,MinT,WindSpeed,Humidity ,Precipitation
36.0,27.0,3.2,71.0,0.0
35.8,26.9,2.8,72.6,0.0
35.6,26.7,2.5,64.2,0.0
35.9,25.9,2.0,73.9,0.0
36.5,26.0,1.9,66.9,0.0
36.3,25.7,1.8,63.0,0.0
37.0,25.2,1.5,64.5,0.0
36.8,25.0,2.3,75.8,0.0
34.4,25.2,1.8,71.3,0.0
35.6,26.1,2.0,73.6,0.0
35.2,26.1,1.6,73.1,0.0
35.4,26.3,1.8,73.7,0.0
35.0,26.4,1.7,74.4,0.0
34.8,26.6,2.1,74.8,10.4
34.1,26.0,1.8,77.1,20.8
33.3,26.2,1.7,79.3,21.4
31.7,25.5,2.0,79.3,8.9
34.0,26.1,1.9,78.4,0.0
35.1,27.0,1.9,77.5,0.0
34.9,26.5,1.5,77.6,8.9
35.1,25.4,1.9,70.0,0.0
35.2,25.6,1.9,70.2,0.0
35.2,25.1,1.9,74.4,0.0
34.9,23.4,2.1,66.4,0.0
34.1,24.2,1.6,61.2,0.0
34.6,25.2,1.9,67.5,0.0
34.2,25.1,2.4,72.2,0.0
33.7,25.0,2.6,70.2,5.0
33.6,25.4,2.5,72.8,0.0
29.2,24.1,2.4,80.2,6.0
33.4,23.9,2.7,81.0,0.0
32.2,24.4,2.4,79.9,0.0
32.4,24.4,2.4,72.2,0.0
31.9,24.1,2.0,77.8,0.0
32.5,23.5,1.7,75.9,0.0
32.4,24.2,1.8,78.7,0.0
31.2,24.0,2.2,76.8,3.7
31.0,24.7,2.0,77.1,2.8
31.2,24.3,1.9,72.6,0.0
31.6,22.7,2.1,75.2,0.0
32.4,20.6,2.1,71.7,0.0
33.5,21.1,1.6,66.3,0.0
34.0,20.6,1.4,60.6,0.0
34.7,21.3,1.8,59.8,0.0
32.8,21.2,1.6,58.7,0.0
32.7,21.6,1.5,65.7,0.0
32.1,21.4,1.4,63.4,0.0
32.9,22.1,1.5,64.2,0.0
32.3,22.8,1.6,64.7,0.0
32.5,22.6,1.7,72.8,0.0
32.0,22.6,2.0,70.0,0.0
32.6,22.1,2.1,66.9,0.0
32.4,21.6,1.8,72.0,0.0
32.4,20.5,1.6,65.8,0.0
32.7,19.2,1.8,61.5,0.0
32.7,19.6,2.3,60.6,0.0
31.5,20.2,1.9,64.9,0.0
31.4,21.2,1.5,65.1,0.0
31.4,21.9,2.0,69.3,0.0
31.7,21.9,2.1,74.4,0.0
32.2,22.6,2.6,78.2,0.0
31.7,24.1,3.3,78.1,0.0
31.3,24.2,2.8,76.8,0.0
31.7,23.1,2.3,74.5,0.0
32.1,22.7,1.8,76.7,0.0
32.3,22.6,1.7,72.4,0.0
31.9,22.4,1.4,64.8,0.0
31.9,22.6,1.2,67.3,0.0
31.8,22.0,1.2,65.3,0.0
31.6,21.8,1.5,64.1,0.0
32.1,22.5,1.4,72.3,0.0
31.7,22.4,2.4,68.7,0.0
31.7,20.8,2.2,67.6,0.0
31.5,20.2,2.1,64.5,0.0
32.1,22.0,2.2,71.8,0.0
32.1,22.3,1.6,67.8,0.0
31.9,23.1,2.0,72.1,0.0
31.1,23.1,2.5,65.2,0.0
31.0,21.3,2.6,64.1,0.0
31.1,20.0,2.2,65.2,0.0
30.8,20.7,2.1,72.2,0.0
30.7,20.6,2.1,68.3,0.0
30.5,20.1,2.0,66.6,0.0
29.7,20.1,2.2,70.2,0.0
30.0,19.3,1.8,71.3,0.0
29.4,19.7,2.2,63.3,5.1
29.7,19.3,2.2,71.4,0.0
29.6,18.1,2.3,58.4,0.0
29.6,17.8,1.9,66.0,0.0
29.7,18.3,2.1,65.5,0.0
29.5,16.7,2.2,65.7,0.0
30.1,17.5,2.2,63.4,0.0
30.6,17.5,1.6,61.3,0.0
31.3,19.1,2.7,53.0,0.0
29.8,22.9,2.8,63.7,3.8
30.7,23.7,3.5,81.5,0.0
28.6,23.6,2.9,79.8,0.0
27.8,23.7,2.7,87.4,3.2
30.0,23.2,2.6,81.9,0.0
30.9,23.8,2.1,82.2,0.0
31.4,24.0,2.0,76.7,0.0
31.6,23.0,1.7,73.7,0.0
30.8,22.9,1.7,75.4,0.0
31.2,22.3,2.1,70.9,0.0
31.4,22.2,2.0,75.3,0.0
31.1,21.8,2.6,72.9,0.0
29.7,22.7,2.7,70.6,0.0
25.9,21.7,2.3,68.5,2.0
28.8,20.4,2.2,63.5,0.0
28.6,18.3,2.5,67.7,0.0
27.9,15.7,2.2,54.3,0.0
29.0,14.4,1.8,55.7,0.0
29.2,15.7,1.6,59.6,0.0
29.9,16.9,1.6,62.4,0.0
29.9,17.8,2.3,67.2,0.0
30.1,18.9,2.1,64.6,0.0
30.4,19.9,2.1,63.7,0.0
30.8,19.8,2.4,70.2,0.0
30.4,20.0,2.5,68.4,0.0
29.9,20.8,2.5,69.5,0.0
30.2,20.7,2.4,65.3,0.0
30.0,19.9,2.6,65.2,0.0
30.6,19.7,2.5,63.7,0.0
30.7,20.1,2.4,68.4,0.0
30.3,20.6,2.4,71.4,0.0
30.2,20.9,2.6,74.3,0.0
30.3,21.8,3.3,74.6,0.0
29.8,21.2,2.9,67.0,0.0
30.4,22.0,2.5,68.4,0.0
29.8,21.7,2.7,63.6,0.0
30.0,21.6,2.5,63.3,0.0
30.1,19.7,2.0,61.7,0.0
30.5,20.3,2.5,61.3,0.0
30.8,19.6,2.5,68.8,0.0
30.9,19.3,2.7,59.8,0.0
30.9,19.4,2.3,65.4,0.0
30.1,22.0,2.4,62.2,0.0
30.6,20.3,2.4,53.9,0.0
30.7,21.5,2.7,65.4,0.0
30.5,21.8,2.7,71.8,0.0
30.9,23.8,2.8,61.8,0.0
31.8,22.5,2.6,66.0,0.0
32.1,21.6,1.9,66.6,0.0
32.4,19.8,2.2,62.5,0.0
31.5,20.7,3.0,68.5,0.0
31.8,20.9,2.8,64.2,0.0
33.3,20.2,1.6,55.7,0.0
33.5,21.5,2.1,51.5,0.0
33.9,22.5,2.2,59.5,0.0
33.6,21.8,2.3,49.9,0.0
35.0,21.9,2.2,43.3,0.0
35.6,20.3,2.1,53.8,0.0
36.1,20.5,2.7,44.1,0.0
36.7,20.8,2.3,44.2,0.0
35.8,19.9,2.3,50.9,0.0
34.7,20.0,2.2,45.6,0.0
33.9,22.3,2.2,52.1,0.0
34.0,23.7,2.1,48.8,0.0
34.1,24.3,2.7,37.4,0.0
34.3,24.6,2.9,32.8,0.0
35.1,24.9,2.1,43.7,0.0
33.5,24.2,2.0,43.8,0.0
34.3,24.2,2.4,57.9,0.0
34.7,24.1,2.8,42.9,0.0
35.2,24.7,2.9,47.7,0.0
35.6,24.2,2.5,48.1,0.0
33.7,24.5,2.4,58.2,0.0
33.0,24.2,3.0,58.7,0.0
33.3,24.4,3.3,59.3,0.0
34.1,25.4,2.8,68.1,4.2
34.5,25.5,2.5,65.7,0.0
34.7,24.4,2.4,46.3,0.0
34.4,24.4,1.9,60.6,0.0
34.9,24.2,2.1,53.6,0.0
34.9,25.0,2.3,52.2,0.0
35.5,25.0,2.3,47.0,0.0
34.6,24.7,2.1,43.6,0.0
35.4,25.1,2.6,45.6,0.0
35.3,25.6,2.3,57.0,0.0
36.0,25.0,2.7,49.1,0.0
36.7,23.6,2.4,38.4,0.0
34.8,23.6,2.2,36.0,0.0
34.6,23.8,2.5,38.8,0.0
34.6,23.7,2.4,44.1,0.0
35.0,24.0,2.6,49.7,0.0
35.3,23.8,2.2,47.5,0.0
35.4,25.6,3.2,43.5,0.0
34.7,26.7,2.8,53.1,0.0
34.3,25.9,2.8,52.1,0.0
34.9,24.7,2.4,51.2,0.0
35.0,24.7,2.1,52.0,0.0
35.9,25.3,3.0,42.4,0.0
35.6,26.4,2.5,47.2,0.0
35.4,26.7,2.8,51.2,0.0
36.1,26.2,2.2,63.1,0.0
35.9,26.8,2.4,60.1,0.0
36.0,27.1,2.7,57.1,0.0
36.3,26.5,2.7,53.4,0.0
36.4,27.7,3.1,52.5,0.0
36.3,26.9,2.5,54.8,0.0
36.2,27.5,2.1,51.7,0.0
35.2,27.0,2.3,62.6,0.0
36.1,26.7,2.0,62.5,0.0
37.3,26.3,2.1,61.0,0.0
37.8,27.6,2.4,57.6,0.0
37.0,28.2,2.7,59.2,0.0
37.4,28.6,2.5,62.1,0.0
37.2,28.7,2.4,48.2,0.0
38.0,28.3,2.8,51.1,0.0
36.9,28.0,2.4,59.3,0.0
35.4,26.8,2.3,57.2,0.0
36.5,27.7,2.3,56.6,0.0
36.6,28.3,2.5,53.1,0.0
35.5,28.1,2.0,55.6,0.0
36.5,28.2,2.5,61.2,0.0
37.3,29.0,2.5,55.4,0.0
37.7,28.7,2.8,51.7,7.6
35.9,28.7,2.3,57.8,0.0
36.9,29.2,2.4,48.7,0.0
39.4,29.8,2.5,54.2,0.0
38.1,29.5,2.9,40.3,7.9
38.5,28.8,3.2,49.5,0.0
35.3,28.4,3.6,44.0,7.9
37.9,26.5,3.7,39.9,4.4
38.1,26.1,3.1,44.5,0.0
37.4,28.1,2.6,43.4,2.9
38.5,29.0,2.9,38.5,0.0
33.2,26.1,3.2,50.3,4.3
36.4,26.5,2.7,46.1,0.0
36.0,27.8,2.7,46.6,10.2
36.7,27.1,2.6,54.5,0.0
37.9,27.9,2.5,43.7,0.0
37.7,29.3,3.5,39.4,0.0
41.0,29.4,3.1,39.9,0.0
40.3,29.6,3.5,38.5,0.0
40.2,29.2,2.8,31.9,0.0
38.7,29.9,3.5,42.5,0.0
38.2,29.3,2.9,40.1,0.0
38.1,29.8,3.2,32.3,0.0
38.1,30.5,3.7,32.3,0.0
38.6,30.2,3.4,34.7,0.0
41.3,30.2,4.0,33.9,0.0
42.6,31.0,4.5,33.7,0.0
41.3,31.3,4.4,35.5,0.0
42.6,31.2,4.7,34.2,0.0
41.4,31.4,4.7,33.8,0.0
41.9,30.8,4.9,37.8,0.0
40.7,31.9,4.5,36.1,0.0
42.8,31.8,4.7,35.6,0.0
44.9,32.0,5.6,37.5,0.0
45.1,32.0,4.9,34.3,0.0
44.1,31.9,5.4,38.8,0.0
43.6,31.6,4.7,38.9,0.0
42.3,31.9,4.7,44.8,0.0
41.3,30.7,4.7,44.6,0.0
41.9,30.6,5.4,48.6,0.0
42.4,30.2,5.3,47.1,7.1
38.4,27.7,5.5,46.1,10.6
35.0,28.6,5.5,47.0,3.5
37.7,29.3,5.4,46.8,5.2
38.7,28.3,4.1,52.2,7.1
34.0,26.6,3.3,53.2,0.0
35.9,28.9,3.6,56.3,0.0
39.3,29.0,4.5,57.1,0.0
35.0,29.1,4.9,57.8,23.6
32.9,26.8,5.2,68.1,17.7
30.1,26.1,5.2,75.5,0.0
29.0,25.3,5.5,68.2,0.0
30.7,25.6,5.4,63.9,14.7
31.0,27.0,5.0,66.4,22.9
31.9,26.5,3.9,70.5,0.0
37.5,27.5,4.2,59.4,0.0
37.7,28.9,4.3,57.5,3.8
36.2,28.4,5.0,63.2,3.6
30.7,26.0,4.6,62.8,22.6
35.6,26.8,5.0,57.1,0.0
36.1,27.8,4.8,59.4,0.0
37.4,28.2,4.7,60.9,0.0
37.6,28.1,4.9,63.6,7.5
29.3,25.2,4.3,73.7,16.2
30.4,26.2,4.7,69.1,12.6
32.0,26.8,5.5,72.1,5.4
35.0,27.2,5.3,64.3,0.0
36.8,28.1,6.2,59.3,0.0
33.9,27.3,5.4,71.5,15.8
33.7,26.4,4.1,73.0,5.3
33.4,25.5,4.4,68.4,7.9
28.8,25.3,3.7,71.8,23.6
32.0,25.8,3.3,76.6,10.5
34.0,26.1,3.4,67.4,0.0
36.0,27.5,4.0,70.3,0.0
37.1,26.3,3.5,68.6,26.0
30.9,26.0,3.4,79.3,0.0
30.2,26.3,3.4,79.3,0.0
33.5,26.5,3.0,81.1,0.0
34.1,26.4,3.2,75.7,0.0
29.7,26.0,5.0,78.6,14.9
29.5,26.2,5.1,77.8,19.9
27.5,25.1,4.9,75.4,19.9
28.2,25.0,4.0,77.2,6.5
30.5,25.9,5.1,73.1,0.0
32.9,26.2,4.4,70.7,21.7
31.1,26.5,4.8,69.4,21.7
30.7,26.2,4.6,75.1,17.8
29.2,25.9,5.0,74.0,12.8
32.6,25.4,4.7,77.2,0.0
32.2,25.9,4.9,76.5,12.8
30.5,25.2,5.1,71.2,32.0
31.2,24.7,5.3,71.9,6.4
28.8,25.3,5.4,71.7,12.3
31.2,24.8,5.1,65.8,0.0
32.3,25.3,5.7,75.2,6.2
27.9,24.5,4.8,77.6,18.5
29.3,24.4,4.6,75.2,12.0
29.2,25.2,5.0,77.4,21.6
29.6,25.1,4.9,73.9,24.1
33.0,25.4,4.5,71.4,0.0
33.6,26.7,4.1,75.1,0.0
33.4,26.7,4.7,76.0,0.0
32.3,25.6,4.9,73.8,34.2
32.2,25.8,4.6,74.0,21.2
33.0,25.8,4.4,74.2,0.0
32.8,26.4,4.2,72.6,14.3
33.8,26.4,3.9,73.0,14.8
33.4,27.1,3.9,73.9,0.0
34.4,27.3,3.5,72.6,0.0
34.6,27.6,3.8,67.0,0.0
31.6,27.1,4.3,73.3,37.0
32.8,25.9,5.3,70.1,0.0
33.3,25.9,4.2,69.1,0.0
30.9,27.2,3.8,74.4,22.0
33.4,26.8,2.9,72.3,0.0
33.6,26.4,2.7,68.7,8.1
33.7,26.3,3.1,71.7,0.0
34.0,26.4,2.6,77.4,13.9
30.1,26.1,3.4,83.4,10.9
32.4,26.2,3.9,77.0,0.0
32.9,26.0,3.6,74.1,0.0
33.0,26.3,3.0,75.1,21.9
29.2,24.9,3.4,75.3,54.7
31.8,25.8,3.3,72.1,16.0
33.1,27.2,3.6,71.8,0.0
34.3,25.6,3.8,74.8,25.4
29.0,25.3,4.0,86.0,16.0
28.7,25.2,4.9,83.5,25.2
32.6,26.1,5.1,79.7,0.0
33.2,26.8,4.2,76.8,9.6
34.2,26.2,3.4,81.8,9.6
32.0,26.7,3.7,82.8,26.1
29.5,23.2,4.0,80.9,21.3
29.8,25.3,4.1,78.0,14.4
29.7,25.3,4.4,81.0,24.5
32.0,26.2,3.7,78.2,12.3
33.6,26.5,3.2,76.9,9.8
33.8,26.1,4.1,74.6,4.9
34.4,26.8,4.0,77.2,4.9
31.6,27.5,4.0,78.8,5.1
34.0,26.3,3.2,76.6,0.0
33.0,25.3,3.3,77.5,7.3
34.3,26.2,2.3,76.8,4.5
34.7,25.8,2.4,77.2,10.1
32.7,25.3,1.9,84.5,15.8
32.8,26.8,2.6,80.8,16.1
32.7,25.5,2.4,75.3,0.0
33.0,25.3,2.4,75.9,0.0
34.7,26.6,2.7,72.4,6.4
34.6,25.8,1.9,74.1,0.0
35.3,26.5,2.1,76.9,0.0
33.1,26.2,2.7,70.2,8.9
32.8,25.4,2.7,79.1,17.7
30.0,25.3,2.3,82.2,26.5
29.6,25.7,1.6,84.3,35.0
28.5,25.4,3.1,80.3,26.2
29.8,24.8,3.5,75.9,35.0
31.7,25.8,3.7,72.5,17.5
33.7,26.6,2.8,75.1,8.7
34.2,26.2,2.0,73.0,0.0
35.1,25.4,1.6,74.3,0.0
35.4,24.7,1.5,71.1,0.0
34.7,24.7,2.3,62.0,0.0
34.1,25.6,2.8,64.6,0.0
33.0,25.6,2.5,67.0,10.1
33.0,25.1,1.6,66.5,0.0
33.8,25.5,2.1,65.0,0.0
34.0,25.2,1.9,67.8,0.0
33.5,25.1,2.6,63.4,10.6
33.4,24.7,2.2,62.7,0.0
33.7,23.6,2.3,60.4,0.0
33.2,24.6,2.3,69.6,0.0
32.0,24.6,2.0,75.2,7.0
29.8,24.4,1.7,86.3,21.4
31.7,25.3,2.1,85.1,11.8
32.4,25.5,1.8,78.0,0.0
32.8,25.0,1.8,76.7,0.0
33.0,24.9,1.1,76.5,0.0
33.2,24.2,1.7,74.6,0.0
33.1,23.8,1.7,73.3,0.0
33.0,24.5,2.4,72.8,0.0
32.9,23.6,2.2,68.1,0.0
32.0,24.3,3.0,68.6,8.5
31.4,23.5,2.8,71.0,0.0
30.7,23.5,3.7,76.7,44.9
28.8,24.8,4.4,74.7,23.9
29.4,25.1,2.3,70.5,19.7
28.8,24.8,2.6,88.9,27.9
27.9,24.4,2.5,83.1,16.0
29.7,24.6,1.7,77.5,8.0
31.4,24.9,1.8,75.2,3.3
32.5,25.0,1.7,73.8,0.0
32.3,23.7,1.5,69.6,0.0
31.8,22.8,1.3,67.5,0.0
30.9,22.1,2.1,67.8,0.0
30.9,20.8,2.1,67.8,0.0
30.7,20.3,1.7,64.8,0.0
30.9,19.3,2.5,62.8,0.0
31.2,19.0,2.4,63.2,0.0
30.4,19.8,2.7,59.8,0.0
30.5,19.1,2.0,57.7,0.0
31.1,18.5,1.9,60.2,0.0
31.8,19.5,2.0,57.5,0.0
32.5,24.0,1.5,61.3,0.0
32.4,25.1,2.1,66.2,0.0
30.5,24.7,2.2,72.9,2.8
31.3,24.5,2.2,75.9,2.2
31.9,24.5,2.4,76.4,0.0
32.3,23.9,2.0,75.2,0.0
31.9,23.9,2.2,74.8,0.0
30.9,23.4,2.1,73.6,0.0
30.8,22.6,1.8,75.2,0.0
31.0,21.4,1.4,66.2,0.0
30.5,21.4,1.7,68.5,0.0
32.0,21.2,1.3,68.8,0.0
31.3,22.2,2.1,66.7,0.0
31.2,19.7,2.1,66.9,0.0
30.0,20.9,2.2,73.4,0.0
28.6,21.8,2.3,67.8,0.0
30.5,23.4,2.4,71.3,0.0
31.8,20.9,2.1,65.2,0.0
31.8,21.0,2.1,67.5,0.0
32.5,21.1,1.5,65.2,0.0
32.7,21.3,1.5,65.2,0.0
32.3,20.7,1.6,65.9,0.0
31.7,21.4,1.8,66.9,0.0
32.2,21.1,1.9,65.3,0.0
31.2,21.8,1.9,68.0,0.0
30.9,21.7,2.4,73.3,0.0
31.1,21.4,2.1,72.7,0.0
30.7,21.4,2.5,72.3,0.0
30.9,21.7,2.8,70.2,0.0
30.4,19.9,2.8,60.8,0.0
30.3,19.0,2.2,61.6,0.0
30.5,18.3,2.5,64.1,0.0
30.1,19.4,2.4,68.5,0.0
29.9,20.1,2.1,70.4,0.0
29.0,19.7,2.7,65.6,0.0
29.0,18.6,2.1,70.8,0.0
29.8,19.0,2.4,65.2,0.0
29.6,19.1,2.4,61.7,0.0
29.0,18.7,2.2,63.5,0.0
29.2,18.0,2.1,69.6,0.0
27.6,20.7,2.5,71.4,0.0
28.8,22.9,2.5,77.3,0.0
30.6,22.2,2.6,78.0,0.0
30.6,22.2,2.0,74.0,0.0
31.3,22.4,2.1,74.0,0.0
32.1,22.2,1.7,68.1,0.0
31.7,22.6,1.7,71.2,0.0
31.1,22.6,1.9,71.0,0.0
30.8,23.7,2.2,68.4,0.0
30.4,23.0,2.2,69.7,0.0
31.0,21.8,2.5,70.4,0.0
29.8,22.5,2.4,68.2,0.0
30.4,20.6,1.8,64.2,0.0
29.9,19.9,2.2,70.8,0.0
30.0,18.8,2.0,60.0,0.0
32.0,17.9,2.1,65.8,0.0
31.9,18.6,1.5,58.2,0.0
31.0,19.4,1.8,68.5,0.0
31.1,19.8,2.0,66.6,0.0
31.1,20.6,2.6,66.5,0.0
30.4,20.2,2.6,65.5,0.0
30.6,20.0,2.2,71.1,0.0
31.2,19.9,2.3,67.4,0.0
30.3,20.5,2.1,68.5,0.0
30.3,21.0,2.5,63.5,0.0
30.1,21.4,2.6,60.5,0.0
30.6,21.2,2.8,68.1,0.0
30.3,22.3,3.0,67.2,0.0
30.1,21.5,2.5,64.9,0.0
30.0,21.5,2.5,70.8,0.0
30.2,21.5,2.5,74.3,0.0
30.0,21.2,2.5,74.6,0.0
30.6,21.2,2.5,75.3,0.0
30.2,20.7,2.3,71.7,0.0
30.4,19.7,2.4,67.0,0.0
30.8,18.9,2.0,70.1,0.0
31.3,19.6,2.1,69.2,0.0
31.0,19.6,2.7,64.3,0.0
31.2,21.7,2.9,67.9,0.0
31.3,21.2,2.6,68.3,0.0
32.3,21.1,2.4,73.6,0.0
31.0,21.3,2.8,69.1,0.0
30.7,22.5,3.0,65.1,0.0
31.3,23.3,3.1,70.4,0.0
31.2,22.5,2.9,65.4,0.0
31.9,22.1,2.7,60.4,0.0
31.4,22.4,2.5,64.9,0.0
32.1,21.4,3.0,59.5,0.0
32.1,22.1,2.9,69.6,0.0
29.1,23.4,3.0,76.5,0.0
30.3,23.1,2.7,72.4,12.5
30.8,23.1,2.2,65.7,0.0
31.1,22.1,2.2,59.0,0.0
31.0,23.3,2.6,64.7,0.0
31.1,22.9,2.4,68.6,0.0
31.4,23.2,2.6,66.1,0.0
32.2,22.7,2.5,64.3,0.0
32.6,22.1,2.3,63.3,0.0
33.0,21.4,2.1,55.5,0.0
33.4,21.8,2.2,47.0,0.0
33.1,22.0,2.0,46.9,0.0
34.2,21.4,2.7,51.8,0.0
34.8,22.4,2.5,53.3,0.0
33.9,21.0,2.7,46.4,0.0
33.2,21.4,3.0,51.4,0.0
32.9,20.8,2.6,48.6,0.0
31.9,21.5,2.7,59.0,4.1
33.0,21.6,2.8,64.3,0.0
33.0,23.8,2.6,55.4,0.0
33.3,23.4,2.5,50.3,0.0
34.3,23.6,2.2,54.9,0.0
34.4,23.2,2.5,60.9,0.0
33.7,24.0,2.5,53.0,0.0
34.3,23.7,2.4,48.5,0.0
34.6,24.0,2.7,53.0,0.0
33.5,24.1,3.0,49.8,0.0
33.9,24.1,3.0,65.1,0.0
35.3,22.9,2.9,50.9,0.0
34.5,22.1,2.7,56.9,0.0
33.5,23.8,2.4,49.5,0.0
33.2,24.1,2.5,61.6,0.0
34.3,24.5,2.6,58.2,0.0
35.2,24.5,2.3,48.2,0.0
35.5,24.8,2.4,49.7,0.0
34.6,25.1,3.2,53.2,0.0
33.8,24.8,2.7,57.9,0.0
35.3,24.6,2.2,52.6,0.0
35.8,24.8,2.4,46.5,0.0
35.4,26.1,2.9,46.3,0.0
35.1,25.6,3.1,55.1,0.0
35.6,25.2,2.9,43.8,0.0
35.1,25.0,2.5,58.9,0.0
35.3,26.2,2.9,62.6,0.0
35.3,26.5,2.9,60.2,0.0
34.9,25.9,3.6,65.7,0.0
35.1,25.4,2.3,64.4,0.0
36.0,25.0,2.4,57.4,0.0
36.7,26.6,2.6,44.0,0.0
36.8,26.4,2.3,46.3,0.0
36.2,26.3,2.6,40.6,0.0
35.4,26.9,2.7,55.3,0.0
35.3,26.9,2.8,55.5,0.0
35.5,26.5,2.9,50.3,0.0
35.4,26.2,2.6,54.2,0.0
35.5,26.3,2.7,43.9,0.0
35.5,26.1,3.0,47.5,0.0
35.2,26.4,3.3,59.8,0.0
37.2,26.8,2.8,51.1,0.0
37.8,28.6,3.0,48.4,2.5
39.7,28.3,3.6,45.2,0.0
38.6,28.6,3.4,43.9,0.0
37.1,27.5,3.5,48.0,0.0
33.5,24.3,3.4,53.3,3.2
31.9,25.1,2.8,60.5,2.0
32.9,25.4,3.2,64.4,2.0
34.0,25.4,2.6,69.9,0.0
34.9,26.9,2.3,71.2,1.7
35.4,27.2,2.4,65.3,0.0
35.4,27.4,2.2,64.8,0.0
36.1,27.0,2.0,57.8,0.0
37.1,28.2,2.4,46.1,0.0
37.4,27.7,2.4,42.7,0.0
36.7,28.8,2.6,48.1,0.0
37.4,28.3,2.8,48.4,0.0
38.2,28.6,2.7,51.9,0.0
37.9,29.3,3.4,38.1,0.0
36.9,29.8,2.7,44.3,0.0
36.6,29.6,3.1,56.1,0.0
36.7,28.9,2.9,57.5,0.0
37.7,28.7,2.7,58.0,0.0
38.7,29.0,2.8,53.0,0.0
39.2,29.9,3.3,44.5,0.0
39.5,30.5,3.1,48.0,0.0
39.7,30.2,3.2,50.8,0.0
37.3,27.2,3.4,43.5,3.3
37.0,27.2,2.6,49.7,0.0
36.6,27.1,2.7,47.4,11.2
36.6,27.4,2.4,53.6,8.0
39.8,29.5,3.8,41.7,0.0
38.8,30.1,3.5,42.3,0.0
38.1,29.9,3.0,44.3,0.0
38.9,30.0,3.4,47.3,0.0
38.7,30.1,3.3,42.9,0.0
40.2,30.4,4.3,42.4,0.0
40.8,30.7,4.1,37.8,0.0
43.4,31.0,3.9,30.5,0.0
46.1,30.5,4.5,31.0,0.0
43.8,30.7,4.7,35.2,0.0
43.9,30.9,4.6,39.6,0.0
34.4,29.2,4.3,52.2,0.0
37.1,28.6,4.3,50.8,0.0
39.4,29.7,4.6,53.1,0.0
35.6,28.8,3.7,57.6,13.3
37.5,28.3,3.7,51.9,0.0
36.0,28.7,3.7,58.3,5.4
36.5,28.8,3.4,66.3,0.0
37.1,28.8,3.0,57.7,0.0
37.0,28.8,3.5,60.9,7.2
36.1,28.9,3.4,62.5,0.0
37.1,28.0,3.5,70.0,0.0
36.0,26.5,2.6,71.9,30.5
33.9,25.7,3.7,63.5,12.2
35.7,28.3,5.1,62.0,12.2
36.5,28.1,4.4,69.3,0.0
36.5,26.6,4.6,69.7,13.5
30.1,26.2,4.5,72.8,27.0
31.0,26.4,5.3,79.2,21.9
31.0,25.9,6.4,72.4,3.4
34.3,26.6,5.9,71.8,0.0
35.5,27.9,5.0,64.4,0.0
37.6,28.4,4.7,60.0,0.0
37.8,29.0,5.5,57.8,0.0
37.8,27.1,4.4,67.9,0.0
37.9,27.8,4.6,65.9,9.3
34.9,27.0,4.9,61.4,17.1
32.4,26.9,4.8,67.8,2.9
32.2,27.5,4.9,74.7,11.4
29.1,26.3,5.4,89.9,12.8
32.5,25.5,5.8,81.5,0.0
34.2,26.4,4.3,78.7,0.0
35.7,26.5,4.8,71.5,3.5
37.0,28.0,5.1,68.9,0.0
36.4,28.9,4.8,72.5,10.5
34.8,28.3,5.0,70.1,3.5
36.7,29.2,5.2,66.0,6.8
37.0,28.9,5.1,67.5,11.8
35.3,28.0,5.3,77.5,13.4
34.4,26.6,4.8,70.2,6.8
32.1,25.8,3.5,73.2,8.4
34.4,26.6,3.8,74.1,14.4
32.4,25.7,3.9,75.9,10.7
33.4,26.4,4.4,77.4,14.4
33.4,26.5,5.0,76.9,7.2
29.3,25.6,5.0,77.8,50.3
26.0,24.6,4.6,85.0,30.3
29.1,25.0,4.9,85.1,0.0
32.7,25.8,4.5,79.8,5.5
31.7,26.4,4.7,77.7,11.1
32.8,26.0,5.1,78.3,5.5
27.7,24.7,5.0,81.3,0.0
29.3,24.5,5.5,83.3,0.0
28.8,25.1,5.2,82.4,0.0
29.4,24.6,5.4,95.1,0.0
30.7,25.7,5.1,80.2,0.0
31.4,26.1,5.1,76.3,8.2
29.5,25.1,5.2,85.6,29.0
29.5,25.4,5.6,84.4,0.0
31.6,26.2,5.3,78.2,0.0
31.5,26.7,5.3,79.7,0.0
32.8,27.1,5.4,77.5,10.9
33.9,26.9,4.6,78.0,3.9
33.9,27.1,4.7,79.6,4.5
34.3,28.2,5.4,74.5,3.9
32.5,28.2,5.8,70.7,13.4
29.4,26.5,6.6,81.8,17.9
31.6,26.4,5.4,74.5,0.0
33.1,26.0,5.6,76.8,0.0
35.1,27.1,4.1,72.7,0.0
33.9,28.2,4.2,77.8,7.0
28.7,25.8,4.2,82.3,31.1
30.6,25.1,4.4,80.4,0.0
33.7,26.1,3.5,74.7,0.0
34.2,27.6,4.0,75.3,9.8
35.1,27.9,4.3,75.9,0.0
35.2,27.5,4.0,81.6,0.0
34.2,27.4,3.2,77.7,13.0
33.3,25.8,3.2,84.5,10.6
33.2,25.9,3.8,79.2,0.0
33.0,25.9,3.7,86.5,6.3
31.4,25.9,4.2,87.0,4.3
30.1,25.2,4.1,85.7,26.8
31.8,25.7,4.0,81.8,20.9
30.3,26.0,4.2,80.9,4.8
31.7,25.6,4.6,80.0,0.0
33.0,26.8,4.5,81.7,0.0
32.4,26.8,5.2,78.9,0.0
33.3,26.6,5.3,77.8,0.0
33.9,27.7,4.7,76.2,0.0
